genome	COG1403	COG2774	COG1597	COG1958	COG3421	COG3292	COG1664	COG1680	COG1455	COG2860	COG2722	COG2575	COG3976	COG2075	COG5112	COG2110	COG1896	COG1736	COG1387	COG2468	COG3836	COG2646	COG1931	COG1117	COG3005	COG2752	COG4845	COG2591	COG1375	COG1655	COG1950	COG2214	COG1153	COG1166	COG4261	COG1487	COG1962	COG4745	COG2161	COG2912	COG1554	COG3200	COG2220	COG1739	COG2600	COG5077	COG2449	COG4787	COG2557	COG3376	COG2081	COG4265	COG1532	COG2087	COG2757	COG1539	COG2112	COG3568	COG3859	COG1194	COG3574	COG3058	COG4148	COG2151	COG3831	COG1155	COG2756	COG1871	COG2744	COG3618	COG2903	COG4233	COG2083	COG3607	COG3177	COG2383	COG4840	COG4304	COG2879	COG2976	COG3015	COG1540	COG2800	COG3970	COG1963	COG6283	COG2957	COG1367	COG5565	COG1579	COG1551	COG2881	COG2935	COG1997	COG1707	COG2016	COG5269	COG2024	COG3112	COG2346	COG1583	COG1456	COG5963	COG1368	COG2247	COG2421	COG5523	COG2193	COG2065	COG2089	COG2641	COG3255	COG5796	COG2856	COG4937	COG2260	COG1634	COG1806	COG2819	COG3152	COG5579	COG1089	COG3192	COG4508	COG3392	COG1285	COG3196	COG2005	COG2762	COG2979	COG4071	COG2068	COG3693	COG1992	COG3281	COG2049	COG1782	COG3957	COG4130	COG1868	COG6187	COG3088	COG1861	COG4039	COG1004	COG3442	COG1754	COG6118	COG3286	COG4305	COG3340	COG1230	COG2753	COG1978	COG5376	COG2095	COG3114	COG1701	COG3802	COG3534	COG3319	COG1694	COG2738	COG2511	COG3260	COG1864	COG1383	COG3436	COG1528	COG3236	COG2739	COG4458	COG5302	COG1287	COG2485	COG3097	COG1843	COG3572	COG1622	COG3695	COG4177	COG3573	COG2307	COG1598	COG2046	COG2955	COG2335	COG2653	COG4396	COG3903	COG1251	COG3377	COG1882	COG1201	COG1633	COG1811	COG3631	COG4442	COG1839	COG3889	COG2836	COG2272	COG3711	COG3317	COG2857	COG2790	COG3038	COG1949	COG3110	COG3641	COG2556	COG3395	COG4051	COG3306	COG2442	COG1288	COG1691	COG4536	COG1971	COG2729	COG1763	COG2926	COG3278	COG4266	COG2201	COG2809	COG2284	COG1973	COG3487	COG3003	COG1899	COG1769	COG2823	COG2394	COG1652	COG3413	COG2670	COG2298	COG4451	COG2174	COG3180	COG3465	COG1979	COG4033	COG1801	COG3438	COG4839	COG2452	COG1408	COG2124	COG3201	COG1918	COG4647	COG2240	COG2711	COG3681	COG1797	COG3638	COG3587	COG1424	COG3746	COG3679	COG1085	COG3284	COG2156	COG3975	COG3655	COG4435	COG3864	COG1395	COG3536	COG1457	COG4679	COG1646	COG3895	COG3150	COG3597	COG3151	COG2128	COG2392	COG3461	COG2812	COG3207	COG2909	COG5638	COG6325	COG1061	COG2877	COG1355	COG3705	COG3235	COG1972	COG2342	COG3427	COG2552	COG1560	COG3060	COG4319	COG2608	COG3089	COG1447	COG4808	COG3480	COG1393	COG4824	COG2590	COG1932	COG2017	COG1248	COG4921	COG3093	COG1709	COG1449	COG1136	COG3540	COG2311	COG3232	COG3104	COG2104	COG3783	COG2199	COG3233	COG1733	COG1147	COG3443	COG2362	COG1642	COG2642	COG4456	COG3852	COG2941	COG1391	COG2621	COG3612	COG3747	COG4441	COG4358	COG3394	COG2645	COG3339	COG2558	COG3318	COG3820	COG3779	COG2462	COG1856	COG3838	COG1483	COG1698	COG3004	COG2496	COG1792	COG3186	COG2008	COG3358	COG2940	COG3101	COG3322	COG2886	COG4409	COG1561	COG3858	COG3080	COG2821	COG2316	COG2275	COG2956	COG3111	COG4512	COG2878	COG4907	COG1239	COG1326	COG2601	COG1440	COG2837	COG4090	COG2082	COG2208	COG2820	COG4416	COG2663	COG2673	COG2435	COG3922	COG1775	COG2221	COG3072	COG1555	COG1636	COG3344	COG2539	COG2366	COG3181	COG2611	COG1243	COG4239	COG1784	COG3040	COG2554	COG1426	COG3424	COG3764	COG1314	COG3136	COG2977	COG1798	COG3042	COG2704	COG2160	COG3179	COG2407	COG4890	COG4331	COG1705	COG1969	COG4140	COG3462	COG1478	COG4002	COG1262	COG2692	COG1907	COG3900	COG3027	COG2310	COG3605	COG2768	COG2028	COG3008	COG3511	COG3834	COG3477	COG2042	COG1631	COG2384	COG1072	COG1679	COG2180	COG3173	COG4088	COG3837	COG1644	COG2190	COG3061	COG2754	COG3812	COG3422	COG1407	COG1998	COG4238	COG2827	COG1536	COG3023	COG1722	COG1787	COG2297	COG1870	COG1696	COG2899	COG2000	COG2334	COG2195	COG2441	COG2981	COG1688	COG2534	COG2258	COG1893	COG3139	COG3444	COG1616	COG1919	COG2928	COG1993	COG2930	COG2242	COG3346	COG1772	COG1558	COG2801	COG3012	COG1548	COG1987	COG3045	COG2040	COG2062	COG3268	COG2344	COG3092	COG1904	COG1783	COG2039	COG2967	COG2626	COG2504	COG1951	COG2209	COG2230	COG1719
456.0.Fusobacterium_sp._1_1_41FAA	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	2	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	3	0	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0


457.0.Lactobacillus_rhamnosus_GG	0	0	0	1	0	0	1	0	1	0	0	1	0	3	1	0	1	0	0	0	1	0	1	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	2	0	0	0	1	1	0	1	1	0	1	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	2	0	0	1	0	0	1	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	1	1	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	2	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0


458.0.Escherichia_coli_MS_45-1	1	1	3	1	0	1	2	0	2	0	0	0	0	1	0	2	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	1	1	1	1	1	0	0	1	1	0	0	1	0	1	1	0	0	0	2	1	1	0	1	1	0	1	0	1	1	1	1	0	0	1	1	1	0	1	2	1	1	0	1	1	1	1	1	0	0	1	0	0	1	2	1	2	0	1	1	0	1	0	1	1	2	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	2	0	0	0	0	1	1	2	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	2	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	2	1	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0


459.0.Bacteroides_uniformis_ATCC_8492	0	0	0	1	0	0	6	0	1	0	0	0	0	0	0	1	1	1	1	3	1	0	0	1	2	2	0	0	0	0	1	0	4	0	1	1	1	1	0	0	0	1	0	1	1	0	0	1	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	1	0	2	0	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	2	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0


460.0.Clostridium_methylpentosum_DSM_5476	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	2	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	1	2	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	2	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	0	1	1	3	1	1	0	0	2	0	1	0	1	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0


461.0.Faecalibacterium_prausnitzii	0	1	0	0	0	0	2	0	1	1	0	0	1	0	1	1	1	0	0	5	2	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	1	0	0	1	0	3	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	3	0	1	0	0	1	0	0	1	0	1	3	1	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	3	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	0	1	2	2	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	2	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0


462.0.Fusobacterium_sp._3_1_33	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	2	0	1	0	0	1	0	0	0	0	0	2	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	2	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0


463.0.Eubacterium_siraeum_DSM_15702	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	1	2	0	0	1	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0


464.0.Corynebacterium_ammoniagenes_DSM_20306	1	2	1	1	0	1	0	1	1	1	1	1	1	1	2	0	1	1	1	0	0	1	1	0	2	1	1	0	1	1	0	2	0	1	0	0	1	1	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	2	0	1	2	0	1	1	1	1	0	1	0	1	0	0	0	0	1	2	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	2	0	2	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	2	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0


465.0.Escherichia_coli_MS_78-1	1	1	1	1	0	1	2	0	2	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	1	1	1	1	0	0	1	1	0	0	1	0	1	1	0	0	0	0	1	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	1	0	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	1	0	0	2	1	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0


466.0.Escherichia_coli_SE11	1	1	2	1	0	1	2	1	2	0	1	1	0	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	2	1	1	1	1	1	1	1	1	0	0	1	1	0	1	2	1	1	0	1	1	0	1	1	1	1	1	0	2	0	0	0	1	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	1	1	2	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	2	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	2	1	0	1	0	0	2	1	0	0	1	1	2	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0


